year,ignore,temperature,percentile,scenario,color_val
2005.04,,0.97,83,grey,"rgb(100,100,100)"
2006.04,,0.99,83,grey,"rgb(100,100,100)"
2007.04,,1.01,83,grey,"rgb(100,100,100)"
2008.04,,1.031,83,grey,"rgb(100,100,100)"
2009.04,,1.051,83,grey,"rgb(100,100,100)"
2010.04,,1.071,83,grey,"rgb(100,100,100)"
2011.04,,1.091,83,grey,"rgb(100,100,100)"
2012.04,,1.112,83,grey,"rgb(100,100,100)"
2013.04,,1.135,83,grey,"rgb(100,100,100)"
2014.04,,1.159,83,grey,"rgb(100,100,100)"
2015.04,,1.184,83,grey,"rgb(100,100,100)"
2016.04,,1.211,83,grey,"rgb(100,100,100)"
2017.04,,1.239,83,grey,"rgb(100,100,100)"
1850.04,,-0.41,hist,grey,"rgb(1,1,1)"
1851.04,,0.1,hist,grey,"rgb(1,1,1)"
1852.04,,-0.07,hist,grey,"rgb(1,1,1)"
1853.04,,0.1,hist,grey,"rgb(1,1,1)"
1854.04,,-0.1,hist,grey,"rgb(1,1,1)"
1855.04,,0.2,hist,grey,"rgb(1,1,1)"
1856.04,,0.18,hist,grey,"rgb(1,1,1)"
1857.04,,-0.28,hist,grey,"rgb(1,1,1)"
1858.04,,-0.14,hist,grey,"rgb(1,1,1)"
1859.04,,-0.1,hist,grey,"rgb(1,1,1)"
1860.04,,0.01,hist,grey,"rgb(1,1,1)"
1861.04,,-0.68,hist,grey,"rgb(1,1,1)"
1862.04,,-0.51,hist,grey,"rgb(1,1,1)"
1863.04,,0.23,hist,grey,"rgb(1,1,1)"
1864.04,,-0.59,hist,grey,"rgb(1,1,1)"
1865.04,,0.16,hist,grey,"rgb(1,1,1)"
1866.04,,0.24,hist,grey,"rgb(1,1,1)"
1867.04,,0.02,hist,grey,"rgb(1,1,1)"
1868.04,,-0.37,hist,grey,"rgb(1,1,1)"
1869.04,,0.04,hist,grey,"rgb(1,1,1)"
1870.04,,0.16,hist,grey,"rgb(1,1,1)"
1871.04,,-0.23,hist,grey,"rgb(1,1,1)"
1872.04,,-0.12,hist,grey,"rgb(1,1,1)"
1873.04,,0.2,hist,grey,"rgb(1,1,1)"
1874.04,,0.25,hist,grey,"rgb(1,1,1)"
1875.04,,-0.23,hist,grey,"rgb(1,1,1)"
1876.04,,-0.09,hist,grey,"rgb(1,1,1)"
1877.04,,-0.04,hist,grey,"rgb(1,1,1)"
1878.04,,0.37,hist,grey,"rgb(1,1,1)"
1879.04,,0.15,hist,grey,"rgb(1,1,1)"
1880.04,,0.08,hist,grey,"rgb(1,1,1)"
1881.04,,0.08,hist,grey,"rgb(1,1,1)"
1882.04,,0.37,hist,grey,"rgb(1,1,1)"
1883.04,,-0.1,hist,grey,"rgb(1,1,1)"
1884.04,,-0.01,hist,grey,"rgb(1,1,1)"
1885.04,,-0.28,hist,grey,"rgb(1,1,1)"
1886.04,,-0.11,hist,grey,"rgb(1,1,1)"
1887.04,,-0.36,hist,grey,"rgb(1,1,1)"
1888.04,,-0.19,hist,grey,"rgb(1,1,1)"
1889.04,,0.15,hist,grey,"rgb(1,1,1)"
1890.04,,-0.14,hist,grey,"rgb(1,1,1)"
1891.04,,-0.19,hist,grey,"rgb(1,1,1)"
1892.04,,-0.06,hist,grey,"rgb(1,1,1)"
1893.04,,-0.57,hist,grey,"rgb(1,1,1)"
1894.04,,-0.23,hist,grey,"rgb(1,1,1)"
1895.04,,-0.19,hist,grey,"rgb(1,1,1)"
1896.04,,0.06,hist,grey,"rgb(1,1,1)"
1897.04,,0.08,hist,grey,"rgb(1,1,1)"
1898.04,,0.19,hist,grey,"rgb(1,1,1)"
1899.04,,0.08,hist,grey,"rgb(1,1,1)"
1900.04,,-0.06,hist,grey,"rgb(1,1,1)"
1901.04,,0.07,hist,grey,"rgb(1,1,1)"
1902.04,,0.06,hist,grey,"rgb(1,1,1)"
1903.04,,0,hist,grey,"rgb(1,1,1)"
1904.04,,-0.36,hist,grey,"rgb(1,1,1)"
1905.04,,-0.13,hist,grey,"rgb(1,1,1)"
1906.04,,0.06,hist,grey,"rgb(1,1,1)"
1907.04,,-0.13,hist,grey,"rgb(1,1,1)"
1908.04,,-0.14,hist,grey,"rgb(1,1,1)"
1909.04,,-0.36,hist,grey,"rgb(1,1,1)"
1910.04,,-0.11,hist,grey,"rgb(1,1,1)"
1911.04,,-0.31,hist,grey,"rgb(1,1,1)"
1912.04,,-0.03,hist,grey,"rgb(1,1,1)"
1913.04,,-0.16,hist,grey,"rgb(1,1,1)"
1914.04,,0.28,hist,grey,"rgb(1,1,1)"
1915.04,,0.11,hist,grey,"rgb(1,1,1)"
1916.04,,0.08,hist,grey,"rgb(1,1,1)"
1917.04,,-0.33,hist,grey,"rgb(1,1,1)"
1918.04,,-0.14,hist,grey,"rgb(1,1,1)"
1919.04,,0.08,hist,grey,"rgb(1,1,1)"
1920.04,,0.07,hist,grey,"rgb(1,1,1)"
1921.04,,0.17,hist,grey,"rgb(1,1,1)"
1922.04,,-0.07,hist,grey,"rgb(1,1,1)"
1923.04,,-0.01,hist,grey,"rgb(1,1,1)"
1924.04,,0,hist,grey,"rgb(1,1,1)"
1925.04,,-0.11,hist,grey,"rgb(1,1,1)"
1926.04,,0.43,hist,grey,"rgb(1,1,1)"
1927.04,,0.03,hist,grey,"rgb(1,1,1)"
1928.04,,0.25,hist,grey,"rgb(1,1,1)"
1929.04,,-0.19,hist,grey,"rgb(1,1,1)"
1930.04,,-0.03,hist,grey,"rgb(1,1,1)"
1931.04,,0.21,hist,grey,"rgb(1,1,1)"
1932.04,,0.41,hist,grey,"rgb(1,1,1)"
1933.04,,-0.03,hist,grey,"rgb(1,1,1)"
1934.04,,0,hist,grey,"rgb(1,1,1)"
1935.04,,-0.02,hist,grey,"rgb(1,1,1)"
1936.04,,-0.03,hist,grey,"rgb(1,1,1)"
1937.04,,0.15,hist,grey,"rgb(1,1,1)"
1938.04,,0.29,hist,grey,"rgb(1,1,1)"
1939.04,,0.18,hist,grey,"rgb(1,1,1)"
1940.04,,0.19,hist,grey,"rgb(1,1,1)"
1941.04,,0.34,hist,grey,"rgb(1,1,1)"
1942.04,,0.53,hist,grey,"rgb(1,1,1)"
1943.04,,0.17,hist,grey,"rgb(1,1,1)"
1944.04,,0.6,hist,grey,"rgb(1,1,1)"
1945.04,,0.34,hist,grey,"rgb(1,1,1)"
1946.04,,0.4,hist,grey,"rgb(1,1,1)"
1947.04,,0.15,hist,grey,"rgb(1,1,1)"
1948.04,,0.34,hist,grey,"rgb(1,1,1)"
1949.04,,0.38,hist,grey,"rgb(1,1,1)"
1950.04,,-0.03,hist,grey,"rgb(1,1,1)"
1951.04,,-0.07,hist,grey,"rgb(1,1,1)"
1952.04,,0.43,hist,grey,"rgb(1,1,1)"
1953.04,,0.34,hist,grey,"rgb(1,1,1)"
1954.04,,0.03,hist,grey,"rgb(1,1,1)"
1955.04,,0.4,hist,grey,"rgb(1,1,1)"
1956.04,,0.08,hist,grey,"rgb(1,1,1)"
1957.04,,0.13,hist,grey,"rgb(1,1,1)"
1958.04,,0.58,hist,grey,"rgb(1,1,1)"
1959.04,,0.35,hist,grey,"rgb(1,1,1)"
1960.04,,0.25,hist,grey,"rgb(1,1,1)"
1961.04,,0.33,hist,grey,"rgb(1,1,1)"
1962.04,,0.34,hist,grey,"rgb(1,1,1)"
1963.04,,0.26,hist,grey,"rgb(1,1,1)"
1964.04,,0.22,hist,grey,"rgb(1,1,1)"
1965.04,,0.18,hist,grey,"rgb(1,1,1)"
1966.04,,0.15,hist,grey,"rgb(1,1,1)"
1967.04,,0.15,hist,grey,"rgb(1,1,1)"
1968.04,,0.04,hist,grey,"rgb(1,1,1)"
1969.04,,0.15,hist,grey,"rgb(1,1,1)"
1970.04,,0.37,hist,grey,"rgb(1,1,1)"
1971.04,,0.22,hist,grey,"rgb(1,1,1)"
1972.04,,-0.03,hist,grey,"rgb(1,1,1)"
1973.04,,0.47,hist,grey,"rgb(1,1,1)"
1974.04,,0.01,hist,grey,"rgb(1,1,1)"
1975.04,,0.27,hist,grey,"rgb(1,1,1)"
1976.04,,0.16,hist,grey,"rgb(1,1,1)"
1977.04,,0.34,hist,grey,"rgb(1,1,1)"
1978.04,,0.33,hist,grey,"rgb(1,1,1)"
1979.04,,0.34,hist,grey,"rgb(1,1,1)"
1980.04,,0.5,hist,grey,"rgb(1,1,1)"
1981.04,,0.71,hist,grey,"rgb(1,1,1)"
1982.04,,0.31,hist,grey,"rgb(1,1,1)"
1983.04,,0.73,hist,grey,"rgb(1,1,1)"
1984.04,,0.48,hist,grey,"rgb(1,1,1)"
1985.04,,0.4,hist,grey,"rgb(1,1,1)"
1986.04,,0.48,hist,grey,"rgb(1,1,1)"
1987.04,,0.5,hist,grey,"rgb(1,1,1)"
1988.04,,0.75,hist,grey,"rgb(1,1,1)"
1989.04,,0.34,hist,grey,"rgb(1,1,1)"
1990.04,,0.58,hist,grey,"rgb(1,1,1)"
1991.04,,0.62,hist,grey,"rgb(1,1,1)"
1992.04,,0.67,hist,grey,"rgb(1,1,1)"
1993.04,,0.61,hist,grey,"rgb(1,1,1)"
1994.04,,0.5,hist,grey,"rgb(1,1,1)"
1995.04,,0.73,hist,grey,"rgb(1,1,1)"
1996.04,,0.47,hist,grey,"rgb(1,1,1)"
1997.04,,0.55,hist,grey,"rgb(1,1,1)"
1998.04,,0.81,hist,grey,"rgb(1,1,1)"
1999.04,,0.69,hist,grey,"rgb(1,1,1)"
2000.04,,0.52,hist,grey,"rgb(1,1,1)"
2001.04,,0.67,hist,grey,"rgb(1,1,1)"
2002.04,,0.95,hist,grey,"rgb(1,1,1)"
2003.04,,0.94,hist,grey,"rgb(1,1,1)"
2004.04,,0.82,hist,grey,"rgb(1,1,1)"
2005.04,,0.9,hist,grey,"rgb(1,1,1)"
2006.04,,0.75,hist,grey,"rgb(1,1,1)"
2007.04,,1.15,hist,grey,"rgb(1,1,1)"
2008.04,,0.48,hist,grey,"rgb(1,1,1)"
2009.04,,0.83,hist,grey,"rgb(1,1,1)"
2010.04,,0.93,hist,grey,"rgb(1,1,1)"
2011.04,,0.7,hist,grey,"rgb(1,1,1)"
2012.04,,0.65,hist,grey,"rgb(1,1,1)"
2013.04,,0.84,hist,grey,"rgb(1,1,1)"
2014.04,,0.91,hist,grey,"rgb(1,1,1)"
2015.04,,1.03,hist,grey,"rgb(1,1,1)"
2016.04,,1.32,hist,grey,"rgb(1,1,1)"
2017.04,,1.14,hist,grey,"rgb(1,1,1)"
2018,,1.056,50,grey,"rgb(100,100,100)"
2019,,1.079,50,grey,"rgb(100,100,100)"
2020,,1.103,50,grey,"rgb(100,100,100)"
2021,,1.127,50,grey,"rgb(100,100,100)"
2022,,1.151,50,grey,"rgb(100,100,100)"
2023,,1.176,50,grey,"rgb(100,100,100)"
2024,,1.201,50,grey,"rgb(100,100,100)"
2025,,1.226,50,grey,"rgb(100,100,100)"
2026,,1.25,50,grey,"rgb(100,100,100)"
2027,,1.273,50,grey,"rgb(100,100,100)"
2028,,1.295,50,grey,"rgb(100,100,100)"
2029,,1.317,50,grey,"rgb(100,100,100)"
2030,,1.338,50,grey,"rgb(100,100,100)"
2031,,1.357,50,grey,"rgb(100,100,100)"
2032,,1.375,50,grey,"rgb(100,100,100)"
2033,,1.391,50,grey,"rgb(100,100,100)"
2034,,1.407,50,grey,"rgb(100,100,100)"
2035,,1.422,50,grey,"rgb(100,100,100)"
2036,,1.435,50,grey,"rgb(100,100,100)"
2037,,1.446,50,grey,"rgb(100,100,100)"
2038,,1.458,50,grey,"rgb(100,100,100)"
2039,,1.468,50,grey,"rgb(100,100,100)"
2040,,1.476,50,grey,"rgb(100,100,100)"
2041,,1.484,50,grey,"rgb(100,100,100)"
2042,,1.491,50,grey,"rgb(100,100,100)"
2043,,1.497,50,grey,"rgb(100,100,100)"
2044,,1.502,50,grey,"rgb(100,100,100)"
2045,,1.507,50,grey,"rgb(100,100,100)"
2046,,1.51,50,grey,"rgb(100,100,100)"
2047,,1.513,50,grey,"rgb(100,100,100)"
2048,,1.515,50,grey,"rgb(100,100,100)"
2049,,1.516,50,grey,"rgb(100,100,100)"
2050,,1.517,50,grey,"rgb(100,100,100)"
2051,,1.517,50,grey,"rgb(100,100,100)"
2052,,1.517,50,grey,"rgb(100,100,100)"
2053,,1.515,50,grey,"rgb(100,100,100)"
2054,,1.513,50,grey,"rgb(100,100,100)"
2055,,1.51,50,grey,"rgb(100,100,100)"
2056,,1.507,50,grey,"rgb(100,100,100)"
2057,,1.503,50,grey,"rgb(100,100,100)"
2058,,1.499,50,grey,"rgb(100,100,100)"
2059,,1.495,50,grey,"rgb(100,100,100)"
2060,,1.49,50,grey,"rgb(100,100,100)"
2061,,1.485,50,grey,"rgb(100,100,100)"
2062,,1.48,50,grey,"rgb(100,100,100)"
2063,,1.475,50,grey,"rgb(100,100,100)"
2064,,1.47,50,grey,"rgb(100,100,100)"
2065,,1.465,50,grey,"rgb(100,100,100)"
2066,,1.461,50,grey,"rgb(100,100,100)"
2067,,1.456,50,grey,"rgb(100,100,100)"
2068,,1.45,50,grey,"rgb(100,100,100)"
2069,,1.445,50,grey,"rgb(100,100,100)"
2070,,1.44,50,grey,"rgb(100,100,100)"
2071,,1.435,50,grey,"rgb(100,100,100)"
2072,,1.429,50,grey,"rgb(100,100,100)"
2073,,1.424,50,grey,"rgb(100,100,100)"
2074,,1.419,50,grey,"rgb(100,100,100)"
2075,,1.414,50,grey,"rgb(100,100,100)"
2076,,1.409,50,grey,"rgb(100,100,100)"
2077,,1.405,50,grey,"rgb(100,100,100)"
2078,,1.4,50,grey,"rgb(100,100,100)"
2079,,1.396,50,grey,"rgb(100,100,100)"
2080,,1.392,50,grey,"rgb(100,100,100)"
2081,,1.388,50,grey,"rgb(100,100,100)"
2082,,1.384,50,grey,"rgb(100,100,100)"
2083,,1.381,50,grey,"rgb(100,100,100)"
2084,,1.377,50,grey,"rgb(100,100,100)"
2085,,1.374,50,grey,"rgb(100,100,100)"
2086,,1.371,50,grey,"rgb(100,100,100)"
2087,,1.368,50,grey,"rgb(100,100,100)"
2088,,1.365,50,grey,"rgb(100,100,100)"
2089,,1.362,50,grey,"rgb(100,100,100)"
2090,,1.358,50,grey,"rgb(100,100,100)"
2091,,1.355,50,grey,"rgb(100,100,100)"
2092,,1.352,50,grey,"rgb(100,100,100)"
2093,,1.349,50,grey,"rgb(100,100,100)"
2094,,1.346,50,grey,"rgb(100,100,100)"
2095,,1.343,50,grey,"rgb(100,100,100)"
2096,,1.34,50,grey,"rgb(100,100,100)"
2097,,1.338,50,grey,"rgb(100,100,100)"
2098,,1.335,50,grey,"rgb(100,100,100)"
2099,,1.332,50,grey,"rgb(100,100,100)"
2100,,1.329,50,grey,"rgb(100,100,100)"
2018,,0.845,17,grey,"rgb(100,100,100)"
2019,,0.859,17,grey,"rgb(100,100,100)"
2020,,0.874,17,grey,"rgb(100,100,100)"
2021,,0.889,17,grey,"rgb(100,100,100)"
2022,,0.904,17,grey,"rgb(100,100,100)"
2023,,0.92,17,grey,"rgb(100,100,100)"
2024,,0.935,17,grey,"rgb(100,100,100)"
2025,,0.95,17,grey,"rgb(100,100,100)"
2026,,0.964,17,grey,"rgb(100,100,100)"
2027,,0.978,17,grey,"rgb(100,100,100)"
2028,,0.991,17,grey,"rgb(100,100,100)"
2029,,1.003,17,grey,"rgb(100,100,100)"
2030,,1.015,17,grey,"rgb(100,100,100)"
2031,,1.026,17,grey,"rgb(100,100,100)"
2032,,1.036,17,grey,"rgb(100,100,100)"
2033,,1.046,17,grey,"rgb(100,100,100)"
2034,,1.054,17,grey,"rgb(100,100,100)"
2035,,1.062,17,grey,"rgb(100,100,100)"
2036,,1.069,17,grey,"rgb(100,100,100)"
2037,,1.076,17,grey,"rgb(100,100,100)"
2038,,1.082,17,grey,"rgb(100,100,100)"
2039,,1.087,17,grey,"rgb(100,100,100)"
2040,,1.092,17,grey,"rgb(100,100,100)"
2041,,1.095,17,grey,"rgb(100,100,100)"
2042,,1.099,17,grey,"rgb(100,100,100)"
2043,,1.102,17,grey,"rgb(100,100,100)"
2044,,1.104,17,grey,"rgb(100,100,100)"
2045,,1.106,17,grey,"rgb(100,100,100)"
2046,,1.107,17,grey,"rgb(100,100,100)"
2047,,1.108,17,grey,"rgb(100,100,100)"
2048,,1.109,17,grey,"rgb(100,100,100)"
2049,,1.109,17,grey,"rgb(100,100,100)"
2050,,1.109,17,grey,"rgb(100,100,100)"
2051,,1.108,17,grey,"rgb(100,100,100)"
2052,,1.107,17,grey,"rgb(100,100,100)"
2053,,1.106,17,grey,"rgb(100,100,100)"
2054,,1.104,17,grey,"rgb(100,100,100)"
2055,,1.102,17,grey,"rgb(100,100,100)"
2056,,1.099,17,grey,"rgb(100,100,100)"
2057,,1.096,17,grey,"rgb(100,100,100)"
2058,,1.094,17,grey,"rgb(100,100,100)"
2059,,1.091,17,grey,"rgb(100,100,100)"
2060,,1.087,17,grey,"rgb(100,100,100)"
2061,,1.084,17,grey,"rgb(100,100,100)"
2062,,1.081,17,grey,"rgb(100,100,100)"
2063,,1.078,17,grey,"rgb(100,100,100)"
2064,,1.074,17,grey,"rgb(100,100,100)"
2065,,1.071,17,grey,"rgb(100,100,100)"
2066,,1.068,17,grey,"rgb(100,100,100)"
2067,,1.065,17,grey,"rgb(100,100,100)"
2068,,1.062,17,grey,"rgb(100,100,100)"
2069,,1.058,17,grey,"rgb(100,100,100)"
2070,,1.055,17,grey,"rgb(100,100,100)"
2071,,1.052,17,grey,"rgb(100,100,100)"
2072,,1.048,17,grey,"rgb(100,100,100)"
2073,,1.045,17,grey,"rgb(100,100,100)"
2074,,1.042,17,grey,"rgb(100,100,100)"
2075,,1.039,17,grey,"rgb(100,100,100)"
2076,,1.036,17,grey,"rgb(100,100,100)"
2077,,1.033,17,grey,"rgb(100,100,100)"
2078,,1.03,17,grey,"rgb(100,100,100)"
2079,,1.028,17,grey,"rgb(100,100,100)"
2080,,1.025,17,grey,"rgb(100,100,100)"
2081,,1.023,17,grey,"rgb(100,100,100)"
2082,,1.021,17,grey,"rgb(100,100,100)"
2083,,1.019,17,grey,"rgb(100,100,100)"
2084,,1.017,17,grey,"rgb(100,100,100)"
2085,,1.015,17,grey,"rgb(100,100,100)"
2086,,1.013,17,grey,"rgb(100,100,100)"
2087,,1.011,17,grey,"rgb(100,100,100)"
2088,,1.009,17,grey,"rgb(100,100,100)"
2089,,1.007,17,grey,"rgb(100,100,100)"
2090,,1.005,17,grey,"rgb(100,100,100)"
2091,,1.003,17,grey,"rgb(100,100,100)"
2092,,1.002,17,grey,"rgb(100,100,100)"
2093,,1,17,grey,"rgb(100,100,100)"
2094,,0.998,17,grey,"rgb(100,100,100)"
2095,,0.996,17,grey,"rgb(100,100,100)"
2096,,0.995,17,grey,"rgb(100,100,100)"
2097,,0.993,17,grey,"rgb(100,100,100)"
2098,,0.992,17,grey,"rgb(100,100,100)"
2099,,0.99,17,grey,"rgb(100,100,100)"
2100,,0.988,17,grey,"rgb(100,100,100)"
2018,,1.263,83,grey,"rgb(100,100,100)"
2019,,1.292,83,grey,"rgb(100,100,100)"
2020,,1.322,83,grey,"rgb(100,100,100)"
2021,,1.354,83,grey,"rgb(100,100,100)"
2022,,1.386,83,grey,"rgb(100,100,100)"
2023,,1.42,83,grey,"rgb(100,100,100)"
2024,,1.453,83,grey,"rgb(100,100,100)"
2025,,1.487,83,grey,"rgb(100,100,100)"
2026,,1.52,83,grey,"rgb(100,100,100)"
2027,,1.552,83,grey,"rgb(100,100,100)"
2028,,1.584,83,grey,"rgb(100,100,100)"
2029,,1.614,83,grey,"rgb(100,100,100)"
2030,,1.644,83,grey,"rgb(100,100,100)"
2031,,1.672,83,grey,"rgb(100,100,100)"
2032,,1.697,83,grey,"rgb(100,100,100)"
2033,,1.722,83,grey,"rgb(100,100,100)"
2034,,1.745,83,grey,"rgb(100,100,100)"
2035,,1.767,83,grey,"rgb(100,100,100)"
2036,,1.787,83,grey,"rgb(100,100,100)"
2037,,1.805,83,grey,"rgb(100,100,100)"
2038,,1.822,83,grey,"rgb(100,100,100)"
2039,,1.838,83,grey,"rgb(100,100,100)"
2040,,1.853,83,grey,"rgb(100,100,100)"
2041,,1.866,83,grey,"rgb(100,100,100)"
2042,,1.877,83,grey,"rgb(100,100,100)"
2043,,1.888,83,grey,"rgb(100,100,100)"
2044,,1.897,83,grey,"rgb(100,100,100)"
2045,,1.906,83,grey,"rgb(100,100,100)"
2046,,1.913,83,grey,"rgb(100,100,100)"
2047,,1.919,83,grey,"rgb(100,100,100)"
2048,,1.923,83,grey,"rgb(100,100,100)"
2049,,1.927,83,grey,"rgb(100,100,100)"
2050,,1.931,83,grey,"rgb(100,100,100)"
2051,,1.933,83,grey,"rgb(100,100,100)"
2052,,1.935,83,grey,"rgb(100,100,100)"
2053,,1.935,83,grey,"rgb(100,100,100)"
2054,,1.934,83,grey,"rgb(100,100,100)"
2055,,1.932,83,grey,"rgb(100,100,100)"
2056,,1.929,83,grey,"rgb(100,100,100)"
2057,,1.926,83,grey,"rgb(100,100,100)"
2058,,1.922,83,grey,"rgb(100,100,100)"
2059,,1.918,83,grey,"rgb(100,100,100)"
2060,,1.914,83,grey,"rgb(100,100,100)"
2061,,1.909,83,grey,"rgb(100,100,100)"
2062,,1.904,83,grey,"rgb(100,100,100)"
2063,,1.899,83,grey,"rgb(100,100,100)"
2064,,1.894,83,grey,"rgb(100,100,100)"
2065,,1.889,83,grey,"rgb(100,100,100)"
2066,,1.883,83,grey,"rgb(100,100,100)"
2067,,1.878,83,grey,"rgb(100,100,100)"
2068,,1.873,83,grey,"rgb(100,100,100)"
2069,,1.867,83,grey,"rgb(100,100,100)"
2070,,1.861,83,grey,"rgb(100,100,100)"
2071,,1.855,83,grey,"rgb(100,100,100)"
2072,,1.849,83,grey,"rgb(100,100,100)"
2073,,1.843,83,grey,"rgb(100,100,100)"
2074,,1.838,83,grey,"rgb(100,100,100)"
2075,,1.832,83,grey,"rgb(100,100,100)"
2076,,1.828,83,grey,"rgb(100,100,100)"
2077,,1.823,83,grey,"rgb(100,100,100)"
2078,,1.818,83,grey,"rgb(100,100,100)"
2079,,1.813,83,grey,"rgb(100,100,100)"
2080,,1.809,83,grey,"rgb(100,100,100)"
2081,,1.805,83,grey,"rgb(100,100,100)"
2082,,1.801,83,grey,"rgb(100,100,100)"
2083,,1.797,83,grey,"rgb(100,100,100)"
2084,,1.794,83,grey,"rgb(100,100,100)"
2085,,1.791,83,grey,"rgb(100,100,100)"
2086,,1.788,83,grey,"rgb(100,100,100)"
2087,,1.784,83,grey,"rgb(100,100,100)"
2088,,1.781,83,grey,"rgb(100,100,100)"
2089,,1.778,83,grey,"rgb(100,100,100)"
2090,,1.775,83,grey,"rgb(100,100,100)"
2091,,1.771,83,grey,"rgb(100,100,100)"
2092,,1.768,83,grey,"rgb(100,100,100)"
2093,,1.765,83,grey,"rgb(100,100,100)"
2094,,1.762,83,grey,"rgb(100,100,100)"
2095,,1.759,83,grey,"rgb(100,100,100)"
2096,,1.756,83,grey,"rgb(100,100,100)"
2097,,1.753,83,grey,"rgb(100,100,100)"
2098,,1.75,83,grey,"rgb(100,100,100)"
2099,,1.747,83,grey,"rgb(100,100,100)"
2100,,1.744,83,grey,"rgb(100,100,100)"
1850.04,,-0.029,50,blue,"rgb(100,100,255)"
1851.04,,-0.028,50,blue,"rgb(100,100,255)"
1852.04,,-0.027,50,blue,"rgb(100,100,255)"
1853.04,,-0.025,50,blue,"rgb(100,100,255)"
1854.04,,-0.024,50,blue,"rgb(100,100,255)"
1855.04,,-0.024,50,blue,"rgb(100,100,255)"
1856.04,,-0.024,50,blue,"rgb(100,100,255)"
1857.04,,-0.024,50,blue,"rgb(100,100,255)"
1858.04,,-0.023,50,blue,"rgb(100,100,255)"
1859.04,,-0.023,50,blue,"rgb(100,100,255)"
1860.04,,-0.023,50,blue,"rgb(100,100,255)"
1861.04,,-0.024,50,blue,"rgb(100,100,255)"
1862.04,,-0.024,50,blue,"rgb(100,100,255)"
1863.04,,-0.025,50,blue,"rgb(100,100,255)"
1864.04,,-0.025,50,blue,"rgb(100,100,255)"
1865.04,,-0.024,50,blue,"rgb(100,100,255)"
1866.04,,-0.024,50,blue,"rgb(100,100,255)"
1867.04,,-0.023,50,blue,"rgb(100,100,255)"
1868.04,,-0.022,50,blue,"rgb(100,100,255)"
1869.04,,-0.02,50,blue,"rgb(100,100,255)"
1870.04,,-0.019,50,blue,"rgb(100,100,255)"
1871.04,,-0.017,50,blue,"rgb(100,100,255)"
1872.04,,-0.015,50,blue,"rgb(100,100,255)"
1873.04,,-0.013,50,blue,"rgb(100,100,255)"
1874.04,,-0.011,50,blue,"rgb(100,100,255)"
1875.04,,-0.008,50,blue,"rgb(100,100,255)"
1876.04,,-0.005,50,blue,"rgb(100,100,255)"
1877.04,,-0.003,50,blue,"rgb(100,100,255)"
1878.04,,-0.002,50,blue,"rgb(100,100,255)"
1879.04,,0,50,blue,"rgb(100,100,255)"
1880.04,,0.002,50,blue,"rgb(100,100,255)"
1881.04,,0.003,50,blue,"rgb(100,100,255)"
1882.04,,0.004,50,blue,"rgb(100,100,255)"
1883.04,,0.005,50,blue,"rgb(100,100,255)"
1884.04,,0.007,50,blue,"rgb(100,100,255)"
1885.04,,0.009,50,blue,"rgb(100,100,255)"
1886.04,,0.011,50,blue,"rgb(100,100,255)"
1887.04,,0.014,50,blue,"rgb(100,100,255)"
1888.04,,0.018,50,blue,"rgb(100,100,255)"
1889.04,,0.022,50,blue,"rgb(100,100,255)"
1890.04,,0.026,50,blue,"rgb(100,100,255)"
1891.04,,0.029,50,blue,"rgb(100,100,255)"
1892.04,,0.032,50,blue,"rgb(100,100,255)"
1893.04,,0.035,50,blue,"rgb(100,100,255)"
1894.04,,0.038,50,blue,"rgb(100,100,255)"
1895.04,,0.04,50,blue,"rgb(100,100,255)"
1896.04,,0.043,50,blue,"rgb(100,100,255)"
1897.04,,0.045,50,blue,"rgb(100,100,255)"
1898.04,,0.048,50,blue,"rgb(100,100,255)"
1899.04,,0.051,50,blue,"rgb(100,100,255)"
1900.04,,0.054,50,blue,"rgb(100,100,255)"
1901.04,,0.056,50,blue,"rgb(100,100,255)"
1902.04,,0.057,50,blue,"rgb(100,100,255)"
1903.04,,0.059,50,blue,"rgb(100,100,255)"
1904.04,,0.063,50,blue,"rgb(100,100,255)"
1905.04,,0.066,50,blue,"rgb(100,100,255)"
1906.04,,0.069,50,blue,"rgb(100,100,255)"
1907.04,,0.073,50,blue,"rgb(100,100,255)"
1908.04,,0.076,50,blue,"rgb(100,100,255)"
1909.04,,0.08,50,blue,"rgb(100,100,255)"
1910.04,,0.084,50,blue,"rgb(100,100,255)"
1911.04,,0.086,50,blue,"rgb(100,100,255)"
1912.04,,0.09,50,blue,"rgb(100,100,255)"
1913.04,,0.093,50,blue,"rgb(100,100,255)"
1914.04,,0.097,50,blue,"rgb(100,100,255)"
1915.04,,0.102,50,blue,"rgb(100,100,255)"
1916.04,,0.107,50,blue,"rgb(100,100,255)"
1917.04,,0.112,50,blue,"rgb(100,100,255)"
1918.04,,0.117,50,blue,"rgb(100,100,255)"
1919.04,,0.122,50,blue,"rgb(100,100,255)"
1920.04,,0.127,50,blue,"rgb(100,100,255)"
1921.04,,0.133,50,blue,"rgb(100,100,255)"
1922.04,,0.137,50,blue,"rgb(100,100,255)"
1923.04,,0.141,50,blue,"rgb(100,100,255)"
1924.04,,0.144,50,blue,"rgb(100,100,255)"
1925.04,,0.147,50,blue,"rgb(100,100,255)"
1926.04,,0.15,50,blue,"rgb(100,100,255)"
1927.04,,0.153,50,blue,"rgb(100,100,255)"
