year,hist temps,temperature,percentile,scenario
1934.54,,0.218,83,grey
1934.63,,0.219,83,grey
1934.71,,0.219,83,grey
1934.79,,0.22,83,grey
1934.88,,0.22,83,grey
1934.96,,0.221,83,grey
1935.04,,0.221,83,grey
1935.13,,0.222,83,grey
1935.21,,0.222,83,grey
1935.29,,0.223,83,grey
1935.38,,0.223,83,grey
1935.46,,0.224,83,grey
1935.54,,0.224,83,grey
1935.63,,0.224,83,grey
1935.71,,0.225,83,grey
1935.79,,0.225,83,grey
1935.88,,0.225,83,grey
1935.96,,0.226,83,grey
1936.04,,0.226,83,grey
1936.13,,0.226,83,grey
1936.21,,0.227,83,grey
1936.29,,0.227,83,grey
1936.38,,0.227,83,grey
1936.46,,0.227,83,grey
1936.54,,0.228,83,grey
1936.63,,0.228,83,grey
1936.71,,0.229,83,grey
1936.79,,0.229,83,grey
1936.88,,0.229,83,grey
1936.96,,0.23,83,grey
1937.04,,0.23,83,grey
1937.13,,0.23,83,grey
1937.21,,0.231,83,grey
1937.29,,0.231,83,grey
1937.38,,0.231,83,grey
1937.46,,0.232,83,grey
1937.54,,0.232,83,grey
1937.63,,0.233,83,grey
1937.71,,0.233,83,grey
1937.79,,0.233,83,grey
1937.88,,0.234,83,grey
1937.96,,0.234,83,grey
1938.04,,0.235,83,grey
1938.13,,0.235,83,grey
1938.21,,0.236,83,grey
1938.29,,0.236,83,grey
1938.38,,0.237,83,grey
1938.46,,0.237,83,grey
1938.54,,0.238,83,grey
1938.63,,0.238,83,grey
1938.71,,0.238,83,grey
1938.79,,0.239,83,grey
1938.88,,0.239,83,grey
1938.96,,0.239,83,grey
1939.04,,0.24,83,grey
1939.13,,0.24,83,grey
1939.21,,0.24,83,grey
1939.29,,0.241,83,grey
1939.38,,0.241,83,grey
1939.46,,0.242,83,grey
1939.54,,0.242,83,grey
1939.63,,0.243,83,grey
1939.71,,0.243,83,grey
1939.79,,0.243,83,grey
1939.88,,0.244,83,grey
1939.96,,0.244,83,grey
1940.04,,0.245,83,grey
1940.13,,0.245,83,grey
1940.21,,0.246,83,grey
1940.29,,0.246,83,grey
1940.38,,0.247,83,grey
1940.46,,0.247,83,grey
1940.54,,0.248,83,grey
1940.63,,0.248,83,grey
1940.71,,0.248,83,grey
1940.79,,0.249,83,grey
1940.88,,0.249,83,grey
1940.96,,0.249,83,grey
1941.04,,0.25,83,grey
1941.13,,0.25,83,grey
1941.21,,0.25,83,grey
1941.29,,0.25,83,grey
1941.38,,0.251,83,grey
1941.46,,0.251,83,grey
1941.54,,0.251,83,grey
1941.63,,0.252,83,grey
1941.71,,0.252,83,grey
1941.79,,0.253,83,grey
1941.88,,0.253,83,grey
1941.96,,0.254,83,grey
1942.04,,0.254,83,grey
1942.13,,0.254,83,grey
1942.21,,0.255,83,grey
1942.29,,0.255,83,grey
1942.38,,0.256,83,grey
1942.46,,0.256,83,grey
1942.54,,0.256,83,grey
1942.63,,0.257,83,grey
1942.71,,0.257,83,grey
1942.79,,0.257,83,grey
1942.88,,0.258,83,grey
1942.96,,0.258,83,grey
1943.04,,0.259,83,grey
1943.13,,0.259,83,grey
1943.21,,0.259,83,grey
1943.29,,0.26,83,grey
1943.38,,0.26,83,grey
1943.46,,0.26,83,grey
1943.54,,0.261,83,grey
1943.63,,0.261,83,grey
1943.71,,0.261,83,grey
1943.79,,0.261,83,grey
1943.88,,0.262,83,grey
1943.96,,0.262,83,grey
1944.04,,0.262,83,grey
1944.13,,0.263,83,grey
1944.21,,0.263,83,grey
1944.29,,0.263,83,grey
1944.38,,0.263,83,grey
1944.46,,0.264,83,grey
1944.54,,0.264,83,grey
1944.63,,0.264,83,grey
1944.71,,0.265,83,grey
1944.79,,0.265,83,grey
1944.88,,0.265,83,grey
1944.96,,0.265,83,grey
1945.04,,0.265,83,grey
1945.13,,0.266,83,grey
1945.21,,0.266,83,grey
1945.29,,0.266,83,grey
1945.38,,0.266,83,grey
1945.46,,0.267,83,grey
1945.54,,0.267,83,grey
1945.63,,0.267,83,grey
1945.71,,0.267,83,grey
1945.79,,0.267,83,grey
1945.88,,0.267,83,grey
1945.96,,0.268,83,grey
1946.04,,0.268,83,grey
1946.13,,0.268,83,grey
1946.21,,0.268,83,grey
1946.29,,0.268,83,grey
1946.38,,0.268,83,grey
1946.46,,0.268,83,grey
1946.54,,0.269,83,grey
1946.63,,0.269,83,grey
1946.71,,0.269,83,grey
1946.79,,0.269,83,grey
1946.88,,0.269,83,grey
1946.96,,0.27,83,grey
1947.04,,0.27,83,grey
1947.13,,0.27,83,grey
1947.21,,0.27,83,grey
1947.29,,0.27,83,grey
1947.38,,0.271,83,grey
1947.46,,0.271,83,grey
1947.54,,0.271,83,grey
1947.63,,0.271,83,grey
1947.71,,0.271,83,grey
1947.79,,0.271,83,grey
1947.88,,0.271,83,grey
1947.96,,0.271,83,grey
1948.04,,0.271,83,grey
1948.13,,0.271,83,grey
1948.21,,0.272,83,grey
1948.29,,0.272,83,grey
1948.38,,0.272,83,grey
1948.46,,0.272,83,grey
1948.54,,0.272,83,grey
1948.63,,0.272,83,grey
1948.71,,0.272,83,grey
1948.79,,0.272,83,grey
1948.88,,0.273,83,grey
1948.96,,0.273,83,grey
1949.04,,0.273,83,grey
1949.13,,0.273,83,grey
1949.21,,0.273,83,grey
1949.29,,0.274,83,grey
1949.38,,0.274,83,grey
1949.46,,0.274,83,grey
1949.54,,0.274,83,grey
1949.63,,0.274,83,grey
1949.71,,0.274,83,grey
1949.79,,0.274,83,grey
1949.88,,0.275,83,grey
1949.96,,0.275,83,grey
1950.04,,0.275,83,grey
1950.13,,0.275,83,grey
1950.21,,0.275,83,grey
1950.29,,0.275,83,grey
1950.38,,0.276,83,grey
1950.46,,0.276,83,grey
1950.54,,0.276,83,grey
1950.63,,0.276,83,grey
1950.71,,0.276,83,grey
1950.79,,0.277,83,grey
1950.88,,0.277,83,grey
1950.96,,0.277,83,grey
1951.04,,0.277,83,grey
1951.13,,0.277,83,grey
1951.21,,0.278,83,grey
1951.29,,0.278,83,grey
1951.38,,0.278,83,grey
1951.46,,0.278,83,grey
1951.54,,0.279,83,grey
1951.63,,0.279,83,grey
1951.71,,0.279,83,grey
1951.79,,0.279,83,grey
1951.88,,0.279,83,grey
1951.96,,0.28,83,grey
1952.04,,0.28,83,grey
1952.13,,0.28,83,grey
1952.21,,0.28,83,grey
1952.29,,0.28,83,grey
1952.38,,0.28,83,grey
1952.46,,0.281,83,grey
1952.54,,0.281,83,grey
1952.63,,0.281,83,grey
1952.71,,0.281,83,grey
1952.79,,0.282,83,grey
1952.88,,0.282,83,grey
1952.96,,0.282,83,grey
1953.04,,0.282,83,grey
1953.13,,0.283,83,grey
1953.21,,0.283,83,grey
1953.29,,0.283,83,grey
1953.38,,0.283,83,grey
1953.46,,0.284,83,grey
1953.54,,0.284,83,grey
1953.63,,0.284,83,grey
1953.71,,0.284,83,grey
1953.79,,0.285,83,grey
1953.88,,0.285,83,grey
1953.96,,0.285,83,grey
1954.04,,0.285,83,grey
1954.13,,0.285,83,grey
1954.21,,0.286,83,grey
1954.29,,0.286,83,grey
1954.38,,0.286,83,grey
1954.46,,0.286,83,grey
1954.54,,0.287,83,grey
1954.63,,0.287,83,grey
1954.71,,0.287,83,grey
1954.79,,0.287,83,grey
1954.88,,0.287,83,grey
1954.96,,0.288,83,grey
1955.04,,0.288,83,grey
1955.13,,0.288,83,grey
1955.21,,0.288,83,grey
1955.29,,0.288,83,grey
1955.38,,0.288,83,grey
1955.46,,0.289,83,grey
1955.54,,0.289,83,grey
1955.63,,0.289,83,grey
1955.71,,0.289,83,grey
1955.79,,0.29,83,grey
1955.88,,0.29,83,grey
1955.96,,0.29,83,grey
1956.04,,0.29,83,grey
1956.13,,0.291,83,grey
1956.21,,0.291,83,grey
1956.29,,0.291,83,grey
1956.38,,0.291,83,grey
1956.46,,0.292,83,grey
1956.54,,0.292,83,grey
1956.63,,0.292,83,grey
1956.71,,0.293,83,grey
1956.79,,0.293,83,grey
1956.88,,0.293,83,grey
1956.96,,0.293,83,grey
1957.04,,0.294,83,grey
1957.13,,0.294,83,grey
1957.21,,0.294,83,grey
1957.29,,0.295,83,grey
1957.38,,0.295,83,grey
1957.46,,0.295,83,grey
1957.54,,0.296,83,grey
1957.63,,0.296,83,grey
1957.71,,0.296,83,grey
1957.79,,0.296,83,grey
1957.88,,0.297,83,grey
1957.96,,0.297,83,grey
1958.04,,0.297,83,grey
1958.13,,0.297,83,grey
1958.21,,0.298,83,grey
1958.29,,0.298,83,grey
1958.38,,0.298,83,grey
1958.46,,0.298,83,grey
1958.54,,0.299,83,grey
1958.63,,0.299,83,grey
1958.71,,0.3,83,grey
1958.79,,0.3,83,grey
1958.88,,0.301,83,grey
1958.96,,0.301,83,grey
1959.04,,0.302,83,grey
1959.13,,0.302,83,grey
1959.21,,0.303,83,grey
1959.29,,0.303,83,grey
1959.38,,0.304,83,grey
1959.46,,0.304,83,grey
1959.54,,0.304,83,grey
1959.63,,0.305,83,grey
1959.71,,0.305,83,grey
1959.79,,0.305,83,grey
1959.88,,0.306,83,grey
1959.96,,0.306,83,grey
1960.04,,0.306,83,grey
1960.13,,0.307,83,grey
1960.21,,0.307,83,grey
1960.29,,0.307,83,grey
1960.38,,0.308,83,grey
1960.46,,0.308,83,grey
1960.54,,0.308,83,grey
1960.63,,0.309,83,grey
1960.71,,0.309,83,grey
1960.79,,0.309,83,grey
1960.88,,0.31,83,grey
1960.96,,0.31,83,grey
1961.04,,0.31,83,grey
1961.13,,0.311,83,grey
1961.21,,0.311,83,grey
1961.29,,0.311,83,grey
1961.38,,0.312,83,grey
1961.46,,0.312,83,grey
1961.54,,0.312,83,grey
1961.63,,0.313,83,grey
1961.71,,0.313,83,grey
1961.79,,0.313,83,grey
1961.88,,0.314,83,grey
1961.96,,0.314,83,grey
1962.04,,0.314,83,grey
1962.13,,0.314,83,grey
1962.21,,0.315,83,grey
1962.29,,0.315,83,grey
1962.38,,0.315,83,grey
1962.46,,0.316,83,grey
1962.54,,0.316,83,grey
1962.63,,0.316,83,grey
1962.71,,0.317,83,grey
1962.79,,0.317,83,grey
1962.88,,0.317,83,grey
1962.96,,0.318,83,grey
1963.04,,0.318,83,grey
1963.13,,0.318,83,grey
1963.21,,0.319,83,grey
1963.29,,0.319,83,grey
1963.38,,0.319,83,grey
1963.46,,0.32,83,grey
1963.54,,0.32,83,grey
1963.63,,0.32,83,grey
1963.71,,0.321,83,grey
1963.79,,0.321,83,grey
1963.88,,0.322,83,grey
1963.96,,0.322,83,grey
1964.04,,0.322,83,grey
1964.13,,0.323,83,grey
1964.21,,0.323,83,grey
1964.29,,0.323,83,grey
1964.38,,0.324,83,grey
1964.46,,0.324,83,grey
1964.54,,0.325,83,grey
1964.63,,0.325,83,grey
1964.71,,0.325,83,grey
1964.79,,0.326,83,grey
1964.88,,0.326,83,grey
1964.96,,0.327,83,grey
1965.04,,0.327,83,grey
1965.13,,0.328,83,grey
1965.21,,0.328,83,grey
1965.29,,0.329,83,grey
1965.38,,0.329,83,grey
1965.46,,0.33,83,grey
1965.54,,0.33,83,grey
1965.63,,0.331,83,grey
1965.71,,0.331,83,grey
1965.79,,0.332,83,grey
1965.88,,0.332,83,grey
1965.96,,0.333,83,grey
1966.04,,0.333,83,grey
1966.13,,0.334,83,grey
1966.21,,0.334,83,grey
1966.29,,0.335,83,grey
1966.38,,0.335,83,grey
1966.46,,0.336,83,grey
1966.54,,0.336,83,grey
1966.63,,0.337,83,grey
1966.71,,0.337,83,grey
1966.79,,0.338,83,grey
1966.88,,0.338,83,grey
1966.96,,0.339,83,grey
1967.04,,0.34,83,grey
1967.13,,0.34,83,grey
1967.21,,0.341,83,grey
1967.29,,0.341,83,grey
1967.38,,0.342,83,grey
1967.46,,0.342,83,grey
1967.54,,0.343,83,grey
1967.63,,0.344,83,grey
1967.71,,0.344,83,grey
1967.79,,0.345,83,grey
1967.88,,0.345,83,grey
1967.96,,0.346,83,grey
1968.04,,0.346,83,grey
1968.13,,0.347,83,grey
1968.21,,0.348,83,grey
1968.29,,0.348,83,grey
1968.38,,0.349,83,grey
1968.46,,0.349,83,grey
1968.54,,0.35,83,grey
1968.63,,0.351,83,grey
1968.71,,0.351,83,grey
1968.79,,0.352,83,grey
1968.88,,0.353,83,grey
1968.96,,0.353,83,grey
1969.04,,0.354,83,grey
1969.13,,0.355,83,grey
1969.21,,0.356,83,grey
1969.29,,0.356,83,grey
1969.38,,0.357,83,grey
1969.46,,0.358,83,grey
1969.54,,0.359,83,grey
1969.63,,0.359,83,grey
1969.71,,0.36,83,grey
1969.79,,0.361,83,grey
1969.88,,0.361,83,grey
1969.96,,0.362,83,grey
1970.04,,0.363,83,grey
1970.13,,0.363,83,grey
1970.21,,0.364,83,grey
1970.29,,0.365,83,grey
1970.38,,0.365,83,grey
1970.46,,0.366,83,grey
1970.54,,0.367,83,grey
1970.63,,0.368,83,grey
1970.71,,0.368,83,grey
1970.79,,0.369,83,grey
1970.88,,0.37,83,grey
1970.96,,0.371,83,grey
1971.04,,0.372,83,grey
1971.13,,0.373,83,grey
1971.21,,0.374,83,grey
1971.29,,0.375,83,grey
1971.38,,0.376,83,grey
1971.46,,0.377,83,grey
1971.54,,0.377,83,grey
1971.63,,0.379,83,grey
1971.71,,0.38,83,grey
1971.79,,0.381,83,grey
1971.88,,0.382,83,grey
1971.96,,0.383,83,grey
1972.04,,0.384,83,grey
1972.13,,0.385,83,grey
1972.21,,0.386,83,grey
1972.29,,0.387,83,grey
1972.38,,0.388,83,grey
1972.46,,0.389,83,grey
1972.54,,0.39,83,grey
1972.63,,0.391,83,grey
1972.71,,0.393,83,grey
1972.79,,0.394,83,grey
1972.88,,0.395,83,grey
1972.96,,0.396,83,grey
1973.04,,0.397,83,grey
1973.13,,0.398,83,grey
1973.21,,0.399,83,grey
1973.29,,0.4,83,grey
1973.38,,0.401,83,grey
1973.46,,0.403,83,grey
1973.54,,0.404,83,grey
1973.63,,0.405,83,grey
1973.71,,0.406,83,grey
1973.79,,0.408,83,grey
1973.88,,0.409,83,grey
1973.96,,0.41,83,grey
1974.04,,0.412,83,grey
1974.13,,0.413,83,grey
1974.21,,0.414,83,grey
1974.29,,0.416,83,grey
1974.38,,0.417,83,grey
1974.46,,0.418,83,grey
1974.54,,0.42,83,grey
1974.63,,0.421,83,grey
1974.71,,0.423,83,grey
1974.79,,0.424,83,grey
1974.88,,0.425,83,grey
1974.96,,0.427,83,grey
1975.04,,0.428,83,grey
1975.13,,0.43,83,grey
1975.21,,0.431,83,grey
1975.29,,0.432,83,grey
1975.38,,0.434,83,grey
1975.46,,0.435,83,grey
1975.54,,0.437,83,grey
1975.63,,0.438,83,grey
1975.71,,0.44,83,grey
1975.79,,0.441,83,grey
1975.88,,0.443,83,grey
1975.96,,0.444,83,grey
1976.04,,0.445,83,grey
1976.13,,0.447,83,grey
1976.21,,0.448,83,grey
1976.29,,0.45,83,grey
1976.38,,0.451,83,grey
1976.46,,0.453,83,grey
1976.54,,0.454,83,grey
1976.63,,0.456,83,grey
1976.71,,0.458,83,grey
1976.79,,0.459,83,grey
1976.88,,0.461,83,grey
1976.96,,0.462,83,grey
1977.04,,0.464,83,grey
1977.13,,0.466,83,grey
1977.21,,0.467,83,grey
1977.29,,0.469,83,grey
1977.38,,0.47,83,grey
1977.46,,0.472,83,grey
1977.54,,0.474,83,grey
1977.63,,0.475,83,grey
1977.71,,0.477,83,grey
1977.79,,0.479,83,grey
1977.88,,0.481,83,grey
1977.96,,0.482,83,grey
1978.04,,0.484,83,grey
1978.13,,0.486,83,grey
1978.21,,0.487,83,grey
1978.29,,0.489,83,grey
1978.38,,0.491,83,grey
1978.46,,0.493,83,grey
1978.54,,0.494,83,grey
1978.63,,0.496,83,grey
1978.71,,0.498,83,grey
1978.79,,0.499,83,grey
1978.88,,0.501,83,grey
1978.96,,0.503,83,grey
1979.04,,0.505,83,grey
1979.13,,0.506,83,grey
1979.21,,0.508,83,grey
1979.29,,0.51,83,grey
1979.38,,0.511,83,grey
1979.46,,0.513,83,grey
1979.54,,0.515,83,grey
1979.63,,0.517,83,grey
1979.71,,0.519,83,grey
1979.79,,0.521,83,grey
1979.88,,0.522,83,grey
1979.96,,0.524,83,grey
1980.04,,0.526,83,grey
1980.13,,0.528,83,grey
1980.21,,0.53,83,grey
1980.29,,0.532,83,grey
1980.38,,0.534,83,grey
1980.46,,0.536,83,grey
1980.54,,0.537,83,grey
1980.63,,0.539,83,grey
1980.71,,0.541,83,grey
1980.79,,0.543,83,grey
1980.88,,0.544,83,grey
1980.96,,0.546,83,grey
1981.04,,0.548,83,grey
1981.13,,0.55,83,grey
1981.21,,0.552,83,grey
1981.29,,0.553,83,grey
1981.38,,0.555,83,grey
1981.46,,0.557,83,grey
1981.54,,0.559,83,grey
1981.63,,0.56,83,grey
1981.71,,0.562,83,grey
1981.79,,0.563,83,grey
1981.88,,0.565,83,grey
1981.96,,0.566,83,grey
1982.04,,0.568,83,grey
1982.13,,0.57,83,grey
1982.21,,0.571,83,grey
1982.29,,0.573,83,grey
1982.38,,0.574,83,grey
1982.46,,0.576,83,grey
1982.54,,0.578,83,grey
1982.63,,0.579,83,grey
1982.71,,0.581,83,grey
1982.79,,0.583,83,grey
1982.88,,0.584,83,grey
1982.96,,0.586,83,grey
1983.04,,0.587,83,grey
1983.13,,0.589,83,grey
1983.21,,0.591,83,grey
1983.29,,0.592,83,grey
1983.38,,0.594,83,grey
1983.46,,0.596,83,grey
1983.54,,0.597,83,grey
1983.63,,0.599,83,grey
1983.71,,0.601,83,grey
1983.79,,0.602,83,grey
1983.88,,0.604,83,grey
1983.96,,0.605,83,grey
1984.04,,0.607,83,grey
1984.13,,0.609,83,grey
1984.21,,0.61,83,grey
1984.29,,0.612,83,grey
1984.38,,0.614,83,grey
1984.46,,0.615,83,grey
1984.54,,0.617,83,grey
1984.63,,0.619,83,grey
1984.71,,0.62,83,grey
1984.79,,0.622,83,grey
1984.88,,0.623,83,grey
1984.96,,0.625,83,grey
1985.04,,0.627,83,grey
1985.13,,0.628,83,grey
1985.21,,0.63,83,grey
1985.29,,0.631,83,grey
1985.38,,0.633,83,grey
1985.46,,0.635,83,grey
1985.54,,0.636,83,grey
1985.63,,0.638,83,grey
1985.71,,0.639,83,grey
1985.79,,0.641,83,grey
1985.88,,0.643,83,grey
1985.96,,0.644,83,grey
1986.04,,0.646,83,grey
1986.13,,0.647,83,grey
1986.21,,0.649,83,grey
1986.29,,0.651,83,grey
1986.38,,0.652,83,grey
1986.46,,0.654,83,grey
1986.54,,0.656,83,grey
1986.63,,0.657,83,grey
1986.71,,0.659,83,grey
1986.79,,0.661,83,grey
1986.88,,0.662,83,grey
1986.96,,0.664,83,grey
1987.04,,0.665,83,grey
1987.13,,0.667,83,grey
1987.21,,0.669,83,grey
1987.29,,0.67,83,grey
1987.38,,0.672,83,grey
1987.46,,0.674,83,grey
1987.54,,0.675,83,grey
1987.63,,0.677,83,grey
1987.71,,0.679,83,grey
1987.79,,0.68,83,grey
1987.88,,0.682,83,grey
1987.96,,0.684,83,grey
1988.04,,0.685,83,grey
1988.13,,0.687,83,grey
1988.21,,0.689,83,grey
1988.29,,0.69,83,grey
1988.38,,0.692,83,grey
1988.46,,0.694,83,grey
1988.54,,0.695,83,grey
1988.63,,0.697,83,grey
1988.71,,0.699,83,grey
1988.79,,0.7,83,grey
1988.88,,0.702,83,grey
1988.96,,0.703,83,grey
1989.04,,0.705,83,grey
1989.13,,0.707,83,grey
1989.21,,0.708,83,grey
1989.29,,0.71,83,grey
1989.38,,0.712,83,grey
1989.46,,0.713,83,grey
1989.54,,0.715,83,grey
1989.63,,0.716,83,grey
1989.71,,0.718,83,grey
1989.79,,0.719,83,grey
1989.88,,0.721,83,grey
1989.96,,0.723,83,grey
1990.04,,0.724,83,grey
1990.13,,0.726,83,grey
1990.21,,0.727,83,grey
1990.29,,0.729,83,grey
1990.38,,0.73,83,grey
1990.46,,0.732,83,grey
1990.54,,0.733,83,grey
1990.63,,0.735,83,grey
1990.71,,0.736,83,grey
1990.79,,0.738,83,grey
1990.88,,0.739,83,grey
1990.96,,0.741,83,grey
1991.04,,0.742,83,grey
1991.13,,0.744,83,grey
1991.21,,0.745,83,grey
1991.29,,0.746,83,grey
1991.38,,0.748,83,grey
1991.46,,0.749,83,grey
1991.54,,0.751,83,grey
1991.63,,0.752,83,grey
1991.71,,0.754,83,grey
1991.79,,0.755,83,grey
1991.88,,0.757,83,grey
1991.96,,0.758,83,grey
1992.04,,0.76,83,grey
1992.13,,0.761,83,grey
1992.21,,0.763,83,grey
1992.29,,0.764,83,grey
1992.38,,0.766,83,grey
1992.46,,0.767,83,grey
1992.54,,0.769,83,grey
1992.63,,0.77,83,grey
1992.71,,0.771,83,grey
1992.79,,0.772,83,grey
1992.88,,0.774,83,grey
1992.96,,0.775,83,grey
1993.04,,0.776,83,grey
1993.13,,0.777,83,grey
1993.21,,0.779,83,grey
1993.29,,0.78,83,grey
1993.38,,0.781,83,grey
1993.46,,0.782,83,grey
1993.54,,0.783,83,grey
1993.63,,0.785,83,grey
1993.71,,0.786,83,grey
1993.79,,0.787,83,grey
1993.88,,0.788,83,grey
1993.96,,0.789,83,grey
1994.04,,0.79,83,grey
1994.13,,0.792,83,grey
1994.21,,0.793,83,grey
1994.29,,0.794,83,grey
1994.38,,0.795,83,grey
1994.46,,0.796,83,grey
1994.54,,0.798,83,grey
1994.63,,0.799,83,grey
1994.71,,0.8,83,grey
1994.79,,0.801,83,grey
1994.88,,0.802,83,grey
1994.96,,0.804,83,grey
1995.04,,0.805,83,grey
1995.13,,0.806,83,grey
1995.21,,0.807,83,grey
1995.29,,0.808,83,grey
1995.38,,0.81,83,grey
1995.46,,0.811,83,grey
1995.54,,0.812,83,grey
1995.63,,0.813,83,grey
1995.71,,0.815,83,grey
1995.79,,0.816,83,grey
1995.88,,0.817,83,grey
1995.96,,0.818,83,grey
1996.04,,0.819,83,grey
1996.13,,0.821,83,grey
1996.21,,0.822,83,grey
1996.29,,0.823,83,grey
1996.38,,0.824,83,grey
1996.46,,0.826,83,grey
1996.54,,0.827,83,grey
1996.63,,0.828,83,grey
1996.71,,0.829,83,grey
1996.79,,0.831,83,grey
1996.88,,0.832,83,grey
1996.96,,0.833,83,grey
1997.04,,0.835,83,grey
1997.13,,0.836,83,grey
1997.21,,0.837,83,grey
1997.29,,0.838,83,grey
1997.38,,0.84,83,grey
1997.46,,0.841,83,grey
1997.54,,0.842,83,grey
1997.63,,0.843,83,grey
1997.71,,0.845,83,grey
1997.79,,0.846,83,grey
1997.88,,0.847,83,grey
1997.96,,0.849,83,grey
1998.04,,0.85,83,grey
1998.13,,0.851,83,grey
1998.21,,0.852,83,grey
1998.29,,0.854,83,grey
1998.38,,0.855,83,grey
1998.46,,0.856,83,grey
1998.54,,0.858,83,grey
1998.63,,0.859,83,grey
1998.71,,0.86,83,grey
1998.79,,0.862,83,grey
1998.88,,0.863,83,grey
1998.96,,0.864,83,grey
1999.04,,0.866,83,grey
1999.13,,0.867,83,grey
1999.21,,0.869,83,grey
1999.29,,0.87,83,grey
1999.38,,0.871,83,grey
1999.46,,0.873,83,grey
1999.54,,0.874,83,grey
1999.63,,0.875,83,grey
1999.71,,0.877,83,grey
1999.79,,0.878,83,grey
1999.88,,0.88,83,grey
1999.96,,0.881,83,grey
2000.04,,0.882,83,grey
2000.13,,0.884,83,grey
2000.21,,0.885,83,grey
2000.29,,0.887,83,grey
2000.38,,0.888,83,grey
2000.46,,0.889,83,grey
2000.54,,0.891,83,grey
2000.63,,0.892,83,grey
2000.71,,0.893,83,grey
2000.79,,0.895,83,grey
2000.88,,0.896,83,grey
2000.96,,0.897,83,grey
2001.04,,0.898,83,grey
2001.13,,0.9,83,grey
2001.21,,0.901,83,grey
2001.29,,0.902,83,grey
2001.38,,0.904,83,grey
2001.46,,0.905,83,grey
2001.54,,0.906,83,grey
2001.63,,0.908,83,grey
2001.71,,0.909,83,grey
2001.79,,0.911,83,grey
2001.88,,0.912,83,grey
2001.96,,0.914,83,grey
2002.04,,0.915,83,grey
2002.13,,0.917,83,grey
2002.21,,0.918,83,grey
2002.29,,0.919,83,grey
2002.38,,0.921,83,grey
2002.46,,0.922,83,grey
2002.54,,0.924,83,grey
2002.63,,0.925,83,grey
2002.71,,0.927,83,grey
2002.79,,0.928,83,grey
2002.88,,0.93,83,grey
2002.96,,0.931,83,grey
2003.04,,0.933,83,grey
2003.13,,0.934,83,grey
2003.21,,0.935,83,grey
2003.29,,0.937,83,grey
2003.38,,0.938,83,grey
2003.46,,0.94,83,grey
2003.54,,0.941,83,grey
2003.63,,0.943,83,grey
2003.71,,0.944,83,grey
2003.79,,0.946,83,grey
2003.88,,0.948,83,grey
2003.96,,0.949,83,grey
2004.04,,0.951,83,grey
2004.13,,0.952,83,grey
2004.21,,0.954,83,grey
2004.29,,0.956,83,grey
2004.38,,0.957,83,grey
2004.46,,0.959,83,grey
2004.54,,0.96,83,grey
2004.63,,0.962,83,grey
2004.71,,0.964,83,grey
2004.79,,0.965,83,grey
2004.88,,0.967,83,grey
2004.96,,0.968,83,grey
2005.04,,0.97,83,grey
2005.13,,0.972,83,grey
2005.21,,0.973,83,grey
2005.29,,0.975,83,grey
2005.38,,0.977,83,grey
2005.46,,0.978,83,grey
2005.54,,0.98,83,grey
2005.63,,0.982,83,grey
2005.71,,0.983,83,grey
2005.79,,0.985,83,grey
2005.88,,0.986,83,grey
2005.96,,0.988,83,grey
2006.04,,0.99,83,grey
2006.13,,0.991,83,grey
2006.21,,0.993,83,grey
2006.29,,0.995,83,grey
2006.38,,0.996,83,grey
2006.46,,0.998,83,grey
2006.54,,1,83,grey
2006.63,,1.001,83,grey
2006.71,,1.003,83,grey
2006.79,,1.005,83,grey
2006.88,,1.006,83,grey
2006.96,,1.008,83,grey
2007.04,,1.01,83,grey
2007.13,,1.011,83,grey
2007.21,,1.013,83,grey
2007.29,,1.015,83,grey
2007.38,,1.016,83,grey
2007.46,,1.018,83,grey
2007.54,,1.02,83,grey
2007.63,,1.022,83,grey
2007.71,,1.023,83,grey
2007.79,,1.025,83,grey
2007.88,,1.027,83,grey
2007.96,,1.029,83,grey
2008.04,,1.031,83,grey
2008.13,,1.032,83,grey
2008.21,,1.034,83,grey
2008.29,,1.036,83,grey
2008.38,,1.038,83,grey
2008.46,,1.039,83,grey
2008.54,,1.041,83,grey
2008.63,,1.043,83,grey
2008.71,,1.044,83,grey
2008.79,,1.046,83,grey
2008.88,,1.048,83,grey
2008.96,,1.049,83,grey
2009.04,,1.051,83,grey
2009.13,,1.052,83,grey
2009.21,,1.054,83,grey
2009.29,,1.056,83,grey
2009.38,,1.057,83,grey
2009.46,,1.059,83,grey
2009.54,,1.061,83,grey
2009.63,,1.062,83,grey
2009.71,,1.064,83,grey
2009.79,,1.066,83,grey
2009.88,,1.067,83,grey
2009.96,,1.069,83,grey
2010.04,,1.071,83,grey
2010.13,,1.073,83,grey
2010.21,,1.074,83,grey
2010.29,,1.076,83,grey
2010.38,,1.078,83,grey
2010.46,,1.08,83,grey
2010.54,,1.081,83,grey
2010.63,,1.083,83,grey
2010.71,,1.085,83,grey
2010.79,,1.086,83,grey
2010.88,,1.088,83,grey
2010.96,,1.09,83,grey
2011.04,,1.091,83,grey
2011.13,,1.093,83,grey
2011.21,,1.095,83,grey
2011.29,,1.096,83,grey
2011.38,,1.098,83,grey
2011.46,,1.099,83,grey
2011.54,,1.101,83,grey
2011.63,,1.103,83,grey
2011.71,,1.105,83,grey
2011.79,,1.107,83,grey
2011.88,,1.109,83,grey
2011.96,,1.11,83,grey
2012.04,,1.112,83,grey
2012.13,,1.114,83,grey
