year,hist temps,temperature,percentile,scenario
1858.21,,-0.028,83,grey
1858.29,,-0.027,83,grey
1858.38,,-0.027,83,grey
1858.46,,-0.027,83,grey
1858.54,,-0.027,83,grey
1858.63,,-0.027,83,grey
1858.71,,-0.027,83,grey
1858.79,,-0.027,83,grey
1858.88,,-0.027,83,grey
1858.96,,-0.027,83,grey
1859.04,,-0.027,83,grey
1859.13,,-0.027,83,grey
1859.21,,-0.027,83,grey
1859.29,,-0.027,83,grey
1859.38,,-0.027,83,grey
1859.46,,-0.027,83,grey
1859.54,,-0.027,83,grey
1859.63,,-0.027,83,grey
1859.71,,-0.027,83,grey
1859.79,,-0.027,83,grey
1859.88,,-0.028,83,grey
1859.96,,-0.028,83,grey
1860.04,,-0.028,83,grey
1860.13,,-0.028,83,grey
1860.21,,-0.028,83,grey
1860.29,,-0.028,83,grey
1860.38,,-0.028,83,grey
1860.46,,-0.028,83,grey
1860.54,,-0.028,83,grey
1860.63,,-0.028,83,grey
1860.71,,-0.028,83,grey
1860.79,,-0.028,83,grey
1860.88,,-0.028,83,grey
1860.96,,-0.028,83,grey
1861.04,,-0.029,83,grey
1861.13,,-0.029,83,grey
1861.21,,-0.029,83,grey
1861.29,,-0.029,83,grey
1861.38,,-0.029,83,grey
1861.46,,-0.029,83,grey
1861.54,,-0.029,83,grey
1861.63,,-0.029,83,grey
1861.71,,-0.029,83,grey
1861.79,,-0.029,83,grey
1861.88,,-0.029,83,grey
1861.96,,-0.029,83,grey
1862.04,,-0.029,83,grey
1862.13,,-0.029,83,grey
1862.21,,-0.029,83,grey
1862.29,,-0.029,83,grey
1862.38,,-0.029,83,grey
1862.46,,-0.029,83,grey
1862.54,,-0.029,83,grey
1862.63,,-0.029,83,grey
1862.71,,-0.029,83,grey
1862.79,,-0.03,83,grey
1862.88,,-0.03,83,grey
1862.96,,-0.03,83,grey
1863.04,,-0.03,83,grey
1863.13,,-0.03,83,grey
1863.21,,-0.03,83,grey
1863.29,,-0.03,83,grey
1863.38,,-0.03,83,grey
1863.46,,-0.03,83,grey
1863.54,,-0.03,83,grey
1863.63,,-0.03,83,grey
1863.71,,-0.03,83,grey
1863.79,,-0.03,83,grey
1863.88,,-0.03,83,grey
1863.96,,-0.03,83,grey
1864.04,,-0.029,83,grey
1864.13,,-0.029,83,grey
1864.21,,-0.029,83,grey
1864.29,,-0.029,83,grey
1864.38,,-0.029,83,grey
1864.46,,-0.029,83,grey
1864.54,,-0.029,83,grey
1864.63,,-0.029,83,grey
1864.71,,-0.029,83,grey
1864.79,,-0.029,83,grey
1864.88,,-0.029,83,grey
1864.96,,-0.029,83,grey
1865.04,,-0.029,83,grey
1865.13,,-0.029,83,grey
1865.21,,-0.029,83,grey
1865.29,,-0.029,83,grey
1865.38,,-0.029,83,grey
1865.46,,-0.029,83,grey
1865.54,,-0.029,83,grey
1865.63,,-0.029,83,grey
1865.71,,-0.028,83,grey
1865.79,,-0.028,83,grey
1865.88,,-0.028,83,grey
1865.96,,-0.028,83,grey
1866.04,,-0.028,83,grey
1866.13,,-0.028,83,grey
1866.21,,-0.028,83,grey
1866.29,,-0.028,83,grey
1866.38,,-0.028,83,grey
1866.46,,-0.028,83,grey
1866.54,,-0.028,83,grey
1866.63,,-0.028,83,grey
1866.71,,-0.028,83,grey
1866.79,,-0.028,83,grey
1866.88,,-0.028,83,grey
1866.96,,-0.027,83,grey
1867.04,,-0.027,83,grey
1867.13,,-0.027,83,grey
1867.21,,-0.027,83,grey
1867.29,,-0.027,83,grey
1867.38,,-0.027,83,grey
1867.46,,-0.027,83,grey
1867.54,,-0.027,83,grey
1867.63,,-0.026,83,grey
1867.71,,-0.026,83,grey
1867.79,,-0.026,83,grey
1867.88,,-0.026,83,grey
1867.96,,-0.026,83,grey
1868.04,,-0.026,83,grey
1868.13,,-0.026,83,grey
1868.21,,-0.026,83,grey
1868.29,,-0.026,83,grey
1868.38,,-0.026,83,grey
1868.46,,-0.026,83,grey
1868.54,,-0.025,83,grey
1868.63,,-0.025,83,grey
1868.71,,-0.025,83,grey
1868.79,,-0.025,83,grey
1868.88,,-0.025,83,grey
1868.96,,-0.025,83,grey
1869.04,,-0.024,83,grey
1869.13,,-0.024,83,grey
1869.21,,-0.024,83,grey
1869.29,,-0.024,83,grey
1869.38,,-0.024,83,grey
1869.46,,-0.024,83,grey
1869.54,,-0.023,83,grey
1869.63,,-0.023,83,grey
1869.71,,-0.023,83,grey
1869.79,,-0.023,83,grey
1869.88,,-0.023,83,grey
1869.96,,-0.022,83,grey
1870.04,,-0.022,83,grey
1870.13,,-0.022,83,grey
1870.21,,-0.022,83,grey
1870.29,,-0.022,83,grey
1870.38,,-0.021,83,grey
1870.46,,-0.021,83,grey
1870.54,,-0.021,83,grey
1870.63,,-0.021,83,grey
1870.71,,-0.021,83,grey
1870.79,,-0.02,83,grey
1870.88,,-0.02,83,grey
1870.96,,-0.02,83,grey
1871.04,,-0.02,83,grey
1871.13,,-0.02,83,grey
1871.21,,-0.02,83,grey
1871.29,,-0.02,83,grey
1871.38,,-0.019,83,grey
1871.46,,-0.019,83,grey
1871.54,,-0.019,83,grey
1871.63,,-0.019,83,grey
1871.71,,-0.019,83,grey
1871.79,,-0.019,83,grey
1871.88,,-0.018,83,grey
1871.96,,-0.018,83,grey
1872.04,,-0.018,83,grey
1872.13,,-0.018,83,grey
1872.21,,-0.018,83,grey
1872.29,,-0.018,83,grey
1872.38,,-0.018,83,grey
1872.46,,-0.018,83,grey
1872.54,,-0.017,83,grey
1872.63,,-0.017,83,grey
1872.71,,-0.017,83,grey
1872.79,,-0.017,83,grey
1872.88,,-0.016,83,grey
1872.96,,-0.016,83,grey
1873.04,,-0.016,83,grey
1873.13,,-0.015,83,grey
1873.21,,-0.015,83,grey
1873.29,,-0.015,83,grey
1873.38,,-0.015,83,grey
1873.46,,-0.014,83,grey
1873.54,,-0.014,83,grey
1873.63,,-0.014,83,grey
1873.71,,-0.014,83,grey
1873.79,,-0.013,83,grey
1873.88,,-0.013,83,grey
1873.96,,-0.013,83,grey
1874.04,,-0.013,83,grey
1874.13,,-0.013,83,grey
1874.21,,-0.012,83,grey
1874.29,,-0.012,83,grey
1874.38,,-0.012,83,grey
1874.46,,-0.012,83,grey
1874.54,,-0.011,83,grey
1874.63,,-0.011,83,grey
1874.71,,-0.011,83,grey
1874.79,,-0.011,83,grey
1874.88,,-0.01,83,grey
1874.96,,-0.01,83,grey
1875.04,,-0.01,83,grey
1875.13,,-0.01,83,grey
1875.21,,-0.009,83,grey
1875.29,,-0.009,83,grey
1875.38,,-0.009,83,grey
1875.46,,-0.009,83,grey
1875.54,,-0.008,83,grey
1875.63,,-0.008,83,grey
1875.71,,-0.008,83,grey
1875.79,,-0.007,83,grey
1875.88,,-0.007,83,grey
1875.96,,-0.007,83,grey
1876.04,,-0.007,83,grey
1876.13,,-0.006,83,grey
1876.21,,-0.006,83,grey
1876.29,,-0.006,83,grey
1876.38,,-0.005,83,grey
1876.46,,-0.005,83,grey
1876.54,,-0.005,83,grey
1876.63,,-0.005,83,grey
1876.71,,-0.005,83,grey
1876.79,,-0.004,83,grey
1876.88,,-0.004,83,grey
1876.96,,-0.004,83,grey
1877.04,,-0.004,83,grey
1877.13,,-0.004,83,grey
1877.21,,-0.004,83,grey
1877.29,,-0.004,83,grey
1877.38,,-0.003,83,grey
1877.46,,-0.003,83,grey
1877.54,,-0.003,83,grey
1877.63,,-0.003,83,grey
1877.71,,-0.003,83,grey
1877.79,,-0.002,83,grey
1877.88,,-0.002,83,grey
1877.96,,-0.002,83,grey
1878.04,,-0.002,83,grey
1878.13,,-0.002,83,grey
1878.21,,-0.001,83,grey
1878.29,,-0.001,83,grey
1878.38,,-0.001,83,grey
1878.46,,-0.001,83,grey
1878.54,,-0.001,83,grey
1878.63,,0,83,grey
1878.71,,0,83,grey
1878.79,,0,83,grey
1878.88,,0,83,grey
1878.96,,0,83,grey
1879.04,,0,83,grey
1879.13,,0.001,83,grey
1879.21,,0.001,83,grey
1879.29,,0.001,83,grey
1879.38,,0.001,83,grey
1879.46,,0.001,83,grey
1879.54,,0.001,83,grey
1879.63,,0.001,83,grey
1879.71,,0.002,83,grey
1879.79,,0.002,83,grey
1879.88,,0.002,83,grey
1879.96,,0.002,83,grey
1880.04,,0.002,83,grey
1880.13,,0.002,83,grey
1880.21,,0.002,83,grey
1880.29,,0.003,83,grey
1880.38,,0.003,83,grey
1880.46,,0.003,83,grey
1880.54,,0.003,83,grey
1880.63,,0.003,83,grey
1880.71,,0.003,83,grey
1880.79,,0.003,83,grey
1880.88,,0.003,83,grey
1880.96,,0.003,83,grey
1881.04,,0.004,83,grey
1881.13,,0.004,83,grey
1881.21,,0.004,83,grey
1881.29,,0.004,83,grey
1881.38,,0.004,83,grey
1881.46,,0.004,83,grey
1881.54,,0.004,83,grey
1881.63,,0.004,83,grey
1881.71,,0.005,83,grey
1881.79,,0.005,83,grey
1881.88,,0.005,83,grey
1881.96,,0.005,83,grey
1882.04,,0.005,83,grey
1882.13,,0.005,83,grey
1882.21,,0.006,83,grey
1882.29,,0.006,83,grey
1882.38,,0.006,83,grey
1882.46,,0.006,83,grey
1882.54,,0.006,83,grey
1882.63,,0.006,83,grey
1882.71,,0.006,83,grey
1882.79,,0.006,83,grey
1882.88,,0.006,83,grey
1882.96,,0.007,83,grey
1883.04,,0.007,83,grey
1883.13,,0.007,83,grey
1883.21,,0.007,83,grey
1883.29,,0.007,83,grey
1883.38,,0.007,83,grey
1883.46,,0.007,83,grey
1883.54,,0.007,83,grey
1883.63,,0.007,83,grey
1883.71,,0.007,83,grey
1883.79,,0.008,83,grey
1883.88,,0.008,83,grey
1883.96,,0.008,83,grey
1884.04,,0.008,83,grey
1884.13,,0.009,83,grey
1884.21,,0.009,83,grey
1884.29,,0.009,83,grey
1884.38,,0.009,83,grey
1884.46,,0.009,83,grey
1884.54,,0.01,83,grey
1884.63,,0.01,83,grey
1884.71,,0.01,83,grey
1884.79,,0.01,83,grey
1884.88,,0.01,83,grey
1884.96,,0.01,83,grey
1885.04,,0.011,83,grey
1885.13,,0.011,83,grey
1885.21,,0.011,83,grey
1885.29,,0.011,83,grey
1885.38,,0.011,83,grey
1885.46,,0.012,83,grey
1885.54,,0.012,83,grey
1885.63,,0.012,83,grey
1885.71,,0.012,83,grey
1885.79,,0.012,83,grey
1885.88,,0.013,83,grey
1885.96,,0.013,83,grey
1886.04,,0.013,83,grey
1886.13,,0.013,83,grey
1886.21,,0.014,83,grey
1886.29,,0.014,83,grey
1886.38,,0.014,83,grey
1886.46,,0.014,83,grey
1886.54,,0.015,83,grey
1886.63,,0.015,83,grey
1886.71,,0.015,83,grey
1886.79,,0.016,83,grey
1886.88,,0.016,83,grey
1886.96,,0.017,83,grey
1887.04,,0.017,83,grey
1887.13,,0.017,83,grey
1887.21,,0.018,83,grey
1887.29,,0.018,83,grey
1887.38,,0.019,83,grey
1887.46,,0.019,83,grey
1887.54,,0.02,83,grey
1887.63,,0.02,83,grey
1887.71,,0.02,83,grey
1887.79,,0.021,83,grey
1887.88,,0.021,83,grey
1887.96,,0.022,83,grey
1888.04,,0.022,83,grey
1888.13,,0.023,83,grey
1888.21,,0.023,83,grey
1888.29,,0.023,83,grey
1888.38,,0.024,83,grey
1888.46,,0.024,83,grey
1888.54,,0.025,83,grey
1888.63,,0.025,83,grey
1888.71,,0.025,83,grey
1888.79,,0.026,83,grey
1888.88,,0.026,83,grey
1888.96,,0.026,83,grey
1889.04,,0.027,83,grey
1889.13,,0.027,83,grey
1889.21,,0.027,83,grey
1889.29,,0.028,83,grey
1889.38,,0.028,83,grey
1889.46,,0.028,83,grey
1889.54,,0.029,83,grey
1889.63,,0.029,83,grey
1889.71,,0.029,83,grey
1889.79,,0.03,83,grey
1889.88,,0.03,83,grey
1889.96,,0.031,83,grey
1890.04,,0.031,83,grey
1890.13,,0.031,83,grey
1890.21,,0.032,83,grey
1890.29,,0.032,83,grey
1890.38,,0.032,83,grey
1890.46,,0.033,83,grey
1890.54,,0.033,83,grey
1890.63,,0.033,83,grey
1890.71,,0.034,83,grey
1890.79,,0.034,83,grey
1890.88,,0.034,83,grey
1890.96,,0.034,83,grey
1891.04,,0.035,83,grey
1891.13,,0.035,83,grey
1891.21,,0.035,83,grey
1891.29,,0.036,83,grey
1891.38,,0.036,83,grey
1891.46,,0.036,83,grey
1891.54,,0.036,83,grey
1891.63,,0.037,83,grey
1891.71,,0.037,83,grey
1891.79,,0.037,83,grey
1891.88,,0.038,83,grey
1891.96,,0.038,83,grey
1892.04,,0.038,83,grey
1892.13,,0.039,83,grey
1892.21,,0.039,83,grey
1892.29,,0.039,83,grey
1892.38,,0.039,83,grey
1892.46,,0.04,83,grey
1892.54,,0.04,83,grey
1892.63,,0.04,83,grey
1892.71,,0.041,83,grey
1892.79,,0.041,83,grey
1892.88,,0.041,83,grey
1892.96,,0.042,83,grey
1893.04,,0.042,83,grey
1893.13,,0.042,83,grey
1893.21,,0.043,83,grey
1893.29,,0.043,83,grey
1893.38,,0.043,83,grey
1893.46,,0.044,83,grey
1893.54,,0.044,83,grey
1893.63,,0.044,83,grey
1893.71,,0.045,83,grey
1893.79,,0.045,83,grey
1893.88,,0.045,83,grey
1893.96,,0.045,83,grey
1894.04,,0.046,83,grey
1894.13,,0.046,83,grey
1894.21,,0.046,83,grey
1894.29,,0.046,83,grey
1894.38,,0.047,83,grey
1894.46,,0.047,83,grey
1894.54,,0.047,83,grey
1894.63,,0.047,83,grey
1894.71,,0.048,83,grey
1894.79,,0.048,83,grey
1894.88,,0.048,83,grey
1894.96,,0.048,83,grey
1895.04,,0.048,83,grey
1895.13,,0.049,83,grey
1895.21,,0.049,83,grey
1895.29,,0.049,83,grey
1895.38,,0.049,83,grey
1895.46,,0.05,83,grey
1895.54,,0.05,83,grey
1895.63,,0.05,83,grey
1895.71,,0.05,83,grey
1895.79,,0.051,83,grey
1895.88,,0.051,83,grey
1895.96,,0.051,83,grey
1896.04,,0.051,83,grey
1896.13,,0.052,83,grey
1896.21,,0.052,83,grey
1896.29,,0.052,83,grey
1896.38,,0.052,83,grey
1896.46,,0.053,83,grey
1896.54,,0.053,83,grey
1896.63,,0.053,83,grey
1896.71,,0.053,83,grey
1896.79,,0.053,83,grey
1896.88,,0.054,83,grey
1896.96,,0.054,83,grey
1897.04,,0.054,83,grey
1897.13,,0.054,83,grey
1897.21,,0.054,83,grey
1897.29,,0.055,83,grey
1897.38,,0.055,83,grey
1897.46,,0.055,83,grey
1897.54,,0.055,83,grey
1897.63,,0.056,83,grey
1897.71,,0.056,83,grey
1897.79,,0.056,83,grey
1897.88,,0.057,83,grey
1897.96,,0.057,83,grey
1898.04,,0.057,83,grey
1898.13,,0.058,83,grey
1898.21,,0.058,83,grey
1898.29,,0.058,83,grey
1898.38,,0.059,83,grey
1898.46,,0.059,83,grey
1898.54,,0.059,83,grey
1898.63,,0.06,83,grey
1898.71,,0.06,83,grey
1898.79,,0.06,83,grey
1898.88,,0.061,83,grey
1898.96,,0.061,83,grey
1899.04,,0.061,83,grey
1899.13,,0.062,83,grey
1899.21,,0.062,83,grey
1899.29,,0.062,83,grey
1899.38,,0.063,83,grey
1899.46,,0.063,83,grey
1899.54,,0.063,83,grey
1899.63,,0.064,83,grey
1899.71,,0.064,83,grey
1899.79,,0.064,83,grey
1899.88,,0.064,83,grey
1899.96,,0.065,83,grey
1900.04,,0.065,83,grey
1900.13,,0.065,83,grey
1900.21,,0.065,83,grey
1900.29,,0.065,83,grey
1900.38,,0.066,83,grey
1900.46,,0.066,83,grey
1900.54,,0.066,83,grey
1900.63,,0.066,83,grey
1900.71,,0.066,83,grey
1900.79,,0.066,83,grey
1900.88,,0.067,83,grey
1900.96,,0.067,83,grey
1901.04,,0.067,83,grey
1901.13,,0.067,83,grey
1901.21,,0.067,83,grey
1901.29,,0.067,83,grey
1901.38,,0.068,83,grey
1901.46,,0.068,83,grey
1901.54,,0.068,83,grey
1901.63,,0.068,83,grey
1901.71,,0.068,83,grey
1901.79,,0.068,83,grey
1901.88,,0.068,83,grey
1901.96,,0.069,83,grey
1902.04,,0.069,83,grey
1902.13,,0.069,83,grey
1902.21,,0.069,83,grey
1902.29,,0.069,83,grey
1902.38,,0.069,83,grey
1902.46,,0.069,83,grey
1902.54,,0.07,83,grey
1902.63,,0.07,83,grey
1902.71,,0.07,83,grey
1902.79,,0.07,83,grey
1902.88,,0.071,83,grey
1902.96,,0.071,83,grey
1903.04,,0.071,83,grey
1903.13,,0.072,83,grey
1903.21,,0.072,83,grey
1903.29,,0.072,83,grey
1903.38,,0.072,83,grey
1903.46,,0.073,83,grey
1903.54,,0.073,83,grey
1903.63,,0.073,83,grey
1903.71,,0.074,83,grey
1903.79,,0.074,83,grey
1903.88,,0.075,83,grey
1903.96,,0.075,83,grey
1904.04,,0.075,83,grey
1904.13,,0.076,83,grey
1904.21,,0.076,83,grey
1904.29,,0.077,83,grey
1904.38,,0.077,83,grey
1904.46,,0.077,83,grey
1904.54,,0.078,83,grey
1904.63,,0.078,83,grey
1904.71,,0.078,83,grey
1904.79,,0.078,83,grey
1904.88,,0.079,83,grey
1904.96,,0.079,83,grey
1905.04,,0.079,83,grey
1905.13,,0.079,83,grey
1905.21,,0.08,83,grey
1905.29,,0.08,83,grey
1905.38,,0.08,83,grey
1905.46,,0.08,83,grey
1905.54,,0.081,83,grey
1905.63,,0.081,83,grey
1905.71,,0.081,83,grey
1905.79,,0.082,83,grey
1905.88,,0.082,83,grey
1905.96,,0.082,83,grey
1906.04,,0.083,83,grey
1906.13,,0.083,83,grey
1906.21,,0.084,83,grey
1906.29,,0.084,83,grey
1906.38,,0.084,83,grey
1906.46,,0.085,83,grey
1906.54,,0.085,83,grey
1906.63,,0.085,83,grey
1906.71,,0.086,83,grey
1906.79,,0.086,83,grey
1906.88,,0.087,83,grey
1906.96,,0.087,83,grey
1907.04,,0.087,83,grey
1907.13,,0.088,83,grey
1907.21,,0.088,83,grey
1907.29,,0.088,83,grey
1907.38,,0.089,83,grey
1907.46,,0.089,83,grey
1907.54,,0.089,83,grey
1907.63,,0.09,83,grey
1907.71,,0.09,83,grey
1907.79,,0.09,83,grey
1907.88,,0.091,83,grey
1907.96,,0.091,83,grey
1908.04,,0.091,83,grey
1908.13,,0.092,83,grey
1908.21,,0.092,83,grey
1908.29,,0.092,83,grey
1908.38,,0.092,83,grey
1908.46,,0.093,83,grey
1908.54,,0.093,83,grey
1908.63,,0.094,83,grey
1908.71,,0.094,83,grey
1908.79,,0.095,83,grey
1908.88,,0.095,83,grey
1908.96,,0.096,83,grey
1909.04,,0.096,83,grey
1909.13,,0.097,83,grey
1909.21,,0.097,83,grey
1909.29,,0.098,83,grey
1909.38,,0.098,83,grey
1909.46,,0.099,83,grey
1909.54,,0.099,83,grey
1909.63,,0.099,83,grey
1909.71,,0.1,83,grey
1909.79,,0.1,83,grey
1909.88,,0.1,83,grey
1909.96,,0.1,83,grey
1910.04,,0.1,83,grey
1910.13,,0.101,83,grey
1910.21,,0.101,83,grey
1910.29,,0.101,83,grey
1910.38,,0.101,83,grey
1910.46,,0.102,83,grey
1910.54,,0.102,83,grey
1910.63,,0.102,83,grey
1910.71,,0.102,83,grey
1910.79,,0.103,83,grey
1910.88,,0.103,83,grey
1910.96,,0.103,83,grey
1911.04,,0.104,83,grey
1911.13,,0.104,83,grey
1911.21,,0.104,83,grey
1911.29,,0.104,83,grey
1911.38,,0.105,83,grey
1911.46,,0.105,83,grey
1911.54,,0.105,83,grey
1911.63,,0.106,83,grey
1911.71,,0.106,83,grey
1911.79,,0.106,83,grey
1911.88,,0.107,83,grey
1911.96,,0.107,83,grey
1912.04,,0.108,83,grey
1912.13,,0.108,83,grey
1912.21,,0.108,83,grey
1912.29,,0.109,83,grey
1912.38,,0.109,83,grey
1912.46,,0.11,83,grey
1912.54,,0.11,83,grey
1912.63,,0.11,83,grey
1912.71,,0.111,83,grey
1912.79,,0.111,83,grey
1912.88,,0.111,83,grey
1912.96,,0.112,83,grey
1913.04,,0.112,83,grey
1913.13,,0.112,83,grey
1913.21,,0.113,83,grey
1913.29,,0.113,83,grey
1913.38,,0.113,83,grey
1913.46,,0.113,83,grey
1913.54,,0.114,83,grey
1913.63,,0.114,83,grey
1913.71,,0.115,83,grey
1913.79,,0.115,83,grey
1913.88,,0.116,83,grey
1913.96,,0.116,83,grey
1914.04,,0.116,83,grey
1914.13,,0.117,83,grey
1914.21,,0.117,83,grey
1914.29,,0.118,83,grey
1914.38,,0.118,83,grey
1914.46,,0.119,83,grey
1914.54,,0.119,83,grey
1914.63,,0.12,83,grey
1914.71,,0.12,83,grey
1914.79,,0.121,83,grey
1914.88,,0.121,83,grey
1914.96,,0.122,83,grey
1915.04,,0.122,83,grey
1915.13,,0.123,83,grey
1915.21,,0.123,83,grey
1915.29,,0.124,83,grey
1915.38,,0.124,83,grey
1915.46,,0.125,83,grey
1915.54,,0.125,83,grey
1915.63,,0.126,83,grey
1915.71,,0.126,83,grey
1915.79,,0.127,83,grey
1915.88,,0.128,83,grey
1915.96,,0.128,83,grey
1916.04,,0.129,83,grey
1916.13,,0.129,83,grey
1916.21,,0.13,83,grey
1916.29,,0.13,83,grey
1916.38,,0.131,83,grey
1916.46,,0.132,83,grey
1916.54,,0.132,83,grey
1916.63,,0.133,83,grey
1916.71,,0.133,83,grey
1916.79,,0.134,83,grey
1916.88,,0.134,83,grey
1916.96,,0.135,83,grey
1917.04,,0.135,83,grey
1917.13,,0.135,83,grey
1917.21,,0.136,83,grey
1917.29,,0.136,83,grey
1917.38,,0.137,83,grey
1917.46,,0.137,83,grey
1917.54,,0.138,83,grey
1917.63,,0.138,83,grey
1917.71,,0.139,83,grey
1917.79,,0.139,83,grey
1917.88,,0.14,83,grey
1917.96,,0.14,83,grey
1918.04,,0.141,83,grey
1918.13,,0.141,83,grey
1918.21,,0.141,83,grey
1918.29,,0.142,83,grey
1918.38,,0.142,83,grey
1918.46,,0.143,83,grey
1918.54,,0.143,83,grey
1918.63,,0.144,83,grey
1918.71,,0.144,83,grey
1918.79,,0.145,83,grey
1918.88,,0.145,83,grey
1918.96,,0.146,83,grey
1919.04,,0.147,83,grey
1919.13,,0.147,83,grey
1919.21,,0.148,83,grey
1919.29,,0.148,83,grey
1919.38,,0.149,83,grey
1919.46,,0.149,83,grey
1919.54,,0.15,83,grey
1919.63,,0.15,83,grey
1919.71,,0.151,83,grey
1919.79,,0.151,83,grey
1919.88,,0.152,83,grey
1919.96,,0.152,83,grey
1920.04,,0.153,83,grey
1920.13,,0.153,83,grey
1920.21,,0.154,83,grey
1920.29,,0.154,83,grey
1920.38,,0.155,83,grey
1920.46,,0.156,83,grey
1920.54,,0.156,83,grey
1920.63,,0.157,83,grey
1920.71,,0.157,83,grey
1920.79,,0.158,83,grey
1920.88,,0.158,83,grey
1920.96,,0.159,83,grey
1921.04,,0.159,83,grey
1921.13,,0.16,83,grey
1921.21,,0.16,83,grey
1921.29,,0.161,83,grey
1921.38,,0.161,83,grey
1921.46,,0.162,83,grey
1921.54,,0.162,83,grey
1921.63,,0.162,83,grey
1921.71,,0.163,83,grey
1921.79,,0.163,83,grey
1921.88,,0.164,83,grey
1921.96,,0.164,83,grey
1922.04,,0.165,83,grey
1922.13,,0.165,83,grey
1922.21,,0.165,83,grey
1922.29,,0.166,83,grey
1922.38,,0.166,83,grey
1922.46,,0.167,83,grey
1922.54,,0.167,83,grey
1922.63,,0.167,83,grey
1922.71,,0.168,83,grey
1922.79,,0.168,83,grey
1922.88,,0.168,83,grey
1922.96,,0.169,83,grey
1923.04,,0.169,83,grey
1923.13,,0.169,83,grey
1923.21,,0.17,83,grey
1923.29,,0.17,83,grey
1923.38,,0.17,83,grey
1923.46,,0.171,83,grey
1923.54,,0.171,83,grey
1923.63,,0.171,83,grey
1923.71,,0.172,83,grey
1923.79,,0.172,83,grey
1923.88,,0.172,83,grey
1923.96,,0.173,83,grey
1924.04,,0.173,83,grey
1924.13,,0.173,83,grey
1924.21,,0.174,83,grey
1924.29,,0.174,83,grey
1924.38,,0.174,83,grey
1924.46,,0.175,83,grey
1924.54,,0.175,83,grey
1924.63,,0.175,83,grey
1924.71,,0.176,83,grey
1924.79,,0.176,83,grey
1924.88,,0.176,83,grey
1924.96,,0.177,83,grey
1925.04,,0.177,83,grey
1925.13,,0.177,83,grey
1925.21,,0.178,83,grey
1925.29,,0.178,83,grey
1925.38,,0.178,83,grey
1925.46,,0.178,83,grey
1925.54,,0.179,83,grey
1925.63,,0.179,83,grey
1925.71,,0.179,83,grey
1925.79,,0.179,83,grey
1925.88,,0.18,83,grey
1925.96,,0.18,83,grey
1926.04,,0.18,83,grey
1926.13,,0.18,83,grey
1926.21,,0.181,83,grey
1926.29,,0.181,83,grey
1926.38,,0.181,83,grey
1926.46,,0.181,83,grey
1926.54,,0.182,83,grey
1926.63,,0.182,83,grey
1926.71,,0.182,83,grey
1926.79,,0.183,83,grey
1926.88,,0.183,83,grey
1926.96,,0.183,83,grey
1927.04,,0.183,83,grey
1927.13,,0.184,83,grey
1927.21,,0.184,83,grey
1927.29,,0.184,83,grey
1927.38,,0.185,83,grey
1927.46,,0.185,83,grey
1927.54,,0.185,83,grey
1927.63,,0.185,83,grey
1927.71,,0.186,83,grey
1927.79,,0.186,83,grey
1927.88,,0.186,83,grey
1927.96,,0.187,83,grey
1928.04,,0.187,83,grey
1928.13,,0.187,83,grey
1928.21,,0.188,83,grey
1928.29,,0.188,83,grey
1928.38,,0.188,83,grey
1928.46,,0.189,83,grey
1928.54,,0.189,83,grey
1928.63,,0.189,83,grey
1928.71,,0.19,83,grey
1928.79,,0.19,83,grey
1928.88,,0.191,83,grey
1928.96,,0.191,83,grey
1929.04,,0.192,83,grey
1929.13,,0.192,83,grey
1929.21,,0.192,83,grey
1929.29,,0.193,83,grey
1929.38,,0.193,83,grey
1929.46,,0.194,83,grey
1929.54,,0.194,83,grey
1929.63,,0.194,83,grey
1929.71,,0.195,83,grey
1929.79,,0.195,83,grey
1929.88,,0.195,83,grey
1929.96,,0.195,83,grey
1930.04,,0.196,83,grey
1930.13,,0.196,83,grey
1930.21,,0.196,83,grey
1930.29,,0.197,83,grey
1930.38,,0.197,83,grey
1930.46,,0.197,83,grey
1930.54,,0.197,83,grey
1930.63,,0.198,83,grey
1930.71,,0.198,83,grey
1930.79,,0.199,83,grey
1930.88,,0.199,83,grey
1930.96,,0.199,83,grey
1931.04,,0.2,83,grey
1931.13,,0.2,83,grey
1931.21,,0.201,83,grey
1931.29,,0.201,83,grey
1931.38,,0.201,83,grey
1931.46,,0.202,83,grey
1931.54,,0.202,83,grey
1931.63,,0.203,83,grey
1931.71,,0.203,83,grey
1931.79,,0.203,83,grey
1931.88,,0.204,83,grey
1931.96,,0.204,83,grey
1932.04,,0.205,83,grey
1932.13,,0.205,83,grey
1932.21,,0.205,83,grey
1932.29,,0.206,83,grey
1932.38,,0.206,83,grey
1932.46,,0.207,83,grey
1932.54,,0.207,83,grey
1932.63,,0.207,83,grey
1932.71,,0.208,83,grey
1932.79,,0.208,83,grey
1932.88,,0.209,83,grey
1932.96,,0.209,83,grey
1933.04,,0.209,83,grey
1933.13,,0.21,83,grey
1933.21,,0.21,83,grey
1933.29,,0.211,83,grey
1933.38,,0.211,83,grey
1933.46,,0.212,83,grey
1933.54,,0.212,83,grey
1933.63,,0.213,83,grey
1933.71,,0.213,83,grey
1933.79,,0.214,83,grey
1933.88,,0.214,83,grey
1933.96,,0.215,83,grey
1934.04,,0.215,83,grey
1934.13,,0.216,83,grey
1934.21,,0.216,83,grey
1934.29,,0.217,83,grey
1934.38,,0.217,83,grey
1934.46,,0.218,83,grey
